class,family,genus,id,kingdom,name,order,phylum
5,28,41,871,0,257,9,1
5,28,41,872,0,649,9,1
5,28,41,873,0,392,9,1
5,28,41,874,0,368,9,1
5,28,41,875,0,410,9,1
5,28,41,876,0,843,9,1
5,28,41,877,0,911,9,1
5,28,41,878,0,971,9,1
5,28,41,879,0,92,9,1
5,28,41,880,0,854,9,1
5,28,26,881,0,470,9,1
5,28,26,882,0,680,9,1
5,28,26,883,0,879,9,1
5,28,26,884,0,709,9,1
5,28,26,885,0,1,9,1
5,28,26,886,0,518,9,1
5,28,26,887,0,39,9,1
5,28,26,888,0,65,9,1
5,28,26,889,0,119,9,1
5,28,26,890,0,990,9,1
5,13,13,891,0,628,33,1
5,13,13,892,0,390,33,1
5,13,13,893,0,447,33,1
5,13,13,894,0,74,33,1
5,13,13,895,0,246,33,1
5,13,13,896,0,515,33,1
5,13,13,897,0,20,33,1
5,13,13,898,0,394,33,1
5,13,13,899,0,870,33,1
5,13,13,900,0,758,33,1
3,37,59,901,0,150,31,1
3,37,59,902,0,741,31,1
3,37,59,903,0,309,31,1
3,37,59,904,0,622,31,1
3,37,59,905,0,258,31,1
3,37,59,906,0,70,31,1
3,37,59,907,0,365,31,1
3,37,59,908,0,808,31,1
3,37,59,909,0,781,31,1
3,37,59,910,0,171,31,1
3,37,59,911,0,56,31,1
3,37,59,912,0,826,31,1
3,37,59,913,0,387,31,1
3,30,20,914,0,397,31,1
3,30,20,915,0,726,31,1
3,30,20,916,0,383,31,1
3,30,20,917,0,890,31,1
3,30,20,918,0,203,31,1
3,30,20,919,0,722,31,1
3,30,20,920,0,590,31,1
3,30,20,921,0,411,31,1
3,30,20,922,0,691,31,1
3,30,20,923,0,580,31,1
3,30,20,924,0,719,31,1
3,30,20,925,0,86,31,1
3,30,20,926,0,182,31,1
3,30,20,927,0,459,31,1
3,32,25,928,0,624,31,1
3,32,25,929,0,609,31,1
3,32,25,930,0,334,31,1
3,32,25,931,0,703,31,1
3,32,25,932,0,850,31,1
3,32,25,933,0,255,31,1
3,32,25,934,0,233,31,1
3,32,25,935,0,424,31,1
3,32,25,936,0,657,31,1
3,32,25,937,0,536,31,1
3,40,69,938,0,931,22,1
3,40,69,939,0,189,22,1
3,40,69,940,0,444,22,1
3,40,69,941,0,310,22,1
3,40,69,942,0,324,22,1
3,40,69,943,0,529,22,1
3,40,69,944,0,1007,22,1
3,40,69,945,0,287,22,1
3,40,69,946,0,242,22,1
3,40,69,947,0,785,22,1
3,40,69,948,0,711,22,1
3,40,69,949,0,542,22,1
3,40,69,950,0,106,22,1
3,40,69,951,0,132,22,1
3,40,69,952,0,207,22,1
3,18,67,953,0,308,15,1
3,18,67,954,0,849,15,1
3,18,67,955,0,244,15,1
3,18,67,956,0,874,15,1
3,18,67,957,0,783,15,1
3,18,67,958,0,333,15,1
3,18,67,959,0,612,15,1
3,18,67,960,0,175,15,1
3,18,67,961,0,52,15,1
3,18,67,962,0,636,15,1
3,27,23,963,0,421,15,1
3,27,23,964,0,320,15,1
3,27,23,965,0,541,15,1
3,27,23,966,0,855,15,1
3,27,23,967,0,673,15,1
3,27,23,968,0,871,15,1
3,27,23,969,0,539,15,1
3,27,23,970,0,254,15,1
3,27,23,971,0,707,15,1
3,27,23,972,0,811,15,1
6,55,22,973,0,817,13,1
6,55,22,974,0,667,13,1
6,55,22,975,0,295,13,1
6,55,22,976,0,643,13,1
6,55,22,977,0,488,13,1
6,55,22,978,0,500,13,1
6,55,22,979,0,775,13,1
6,55,22,980,0,842,13,1
6,55,22,981,0,157,13,1
6,55,22,982,0,413,13,1
6,55,22,983,0,553,13,1
6,55,22,984,0,770,13,1
6,55,22,985,0,329,13,1
6,55,22,986,0,702,13,1
6,55,22,987,0,864,13,1
6,55,22,988,0,264,13,1
6,55,22,989,0,525,13,1
6,55,22,990,0,109,13,1
6,55,22,991,0,163,13,1
6,55,22,992,0,582,13,1
6,55,22,993,0,546,13,1
6,55,22,994,0,19,13,1
6,55,22,995,0,979,13,1
1,3,2,996,0,252,32,1
1,3,2,997,0,945,32,1
1,3,2,998,0,217,32,1
1,3,2,999,0,326,32,1
1,3,2,1000,0,343,32,1
1,3,2,1001,0,311,32,1
1,3,2,1002,0,389,32,1
1,3,2,1003,0,432,32,1
1,3,2,1004,0,905,32,1
1,3,2,1005,0,928,32,1
1,3,2,1006,0,893,32,1
1,3,2,1007,0,633,32,1
1,3,2,1008,0,148,32,1
1,3,2,1009,0,512,32,1
